id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
624330,INS-2026-3-960-4,2026,false,Clear,3,155,493,Government of Indonesia - Civilians,155,960,Government of Indonesia - Civilians,155,155,Government of Indonesia,9999,1,Civilians,1,"""Human Rights Monitor,2026-04-03,At least six Papuan civilians killed and two injured by bullets during alleged retaliatory security force operation in Dogiyai – Two minors among the victims""",Human Rights Monitor,2026-04-03,At least six Papuan civilians killed and two injured by bullets during alleged retaliatory security force operation in Dogiyai – Two minors among the victims,HRM,1,Ekemanida village,"Ekemanida Village, kamu District, Dogiyai Regency, Central Papua Province",Papua Tengah province,Dogiyai regency,-3.990939,136.050648,POINT (136.050648 -3.990939),124473,Indonesia,850,Asia,1,1,2026-03-31 00:00:00.000,2026-03-31 00:00:00.000,0,0,1,0,1,1,1,850,
624331,INS-2026-3-960-5,2026,false,Clear,3,155,493,Government of Indonesia - Civilians,155,960,Government of Indonesia - Civilians,155,155,Government of Indonesia,9999,1,Civilians,1,"""Human Rights Monitor,2026-04-03,At least six Papuan civilians killed and two injured by bullets during alleged retaliatory security force operation in Dogiyai – Two minors among the victims""",Human Rights Monitor,2026-04-03,At least six Papuan civilians killed and two injured by bullets during alleged retaliatory security force operation in Dogiyai – Two minors among the victims,HRM,1,Kimupugi village,"Kimupugi Village, Kamu District of Dogiyai Regency, Central Papua Province",Papua Tengah province,Dogiyai regency,-4.020479,136.032500,POINT (136.0325 -4.020479),123753,Indonesia,850,Asia,1,1,2026-03-31 00:00:00.000,2026-03-31 00:00:00.000,0,0,1,0,1,1,1,850,
624770,IRN-2026-3-1176-29,2026,false,Check geography,3,114,709,Government of Iran - Civilians,114,1176,Government of Iran - Civilians,114,114,Government of Iran,9999,1,Civilians,1,"""Reuters News,2026-04-08,Thailand confirms three deaths from vessel attacked in Strait of Hormuz""",Reuters News,2026-04-08,Thailand confirms three deaths from vessel attacked in Strait of Hormuz,Foreign Minister Sihasak Phuangketkeow,6,Iran,Strait of Hormuz,,,32.000000,53.000000,POINT (53 32),176147,Iran,630,Middle East,1,1,2026-03-11 00:00:00.000,2026-03-11 00:00:00.000,0,0,3,0,3,3,3,630,
625195,IRN-2026-1-12556-2,2026,false,Check dyad,1,338,338,Iran: Government,12556,12556,Government of Iran - Jaish al-Adl,114,114,Government of Iran,4364,4364,Jaish al-Adl,1,"""BBC Monitoring News Alert,2026-03-16,Six killed in 'terrorist' attack on police patrol in south‑east Iran

CR 

Source: Tasnim news agency, Tehran, in Persian 1122 GMT 16 Mar 26""",BBC Monitoring News Alert,2026-03-16,"Six killed in 'terrorist' attack on police patrol in south‑east Iran

CR 

Source: Tasnim news agency, Tehran, in Persian 1122 GMT 16 Mar 26",Tasnim News Agency,3,Taftan county,Taftan County,Sistan and Baluchestan province,Taftan county,28.333611,60.633333,POINT (60.633333 28.333611),170402,Iran,630,Middle East,1,1,2026-03-16 00:00:00.000,2026-03-16 00:00:00.000,5,0,0,0,5,5,5,630,
625370,IRN-2026-1-12556-3,2026,false,Check dyad,1,338,338,Iran: Government,12556,12556,Government of Iran - Jaish al-Adl,114,114,Government of Iran,4364,4364,Jaish al-Adl,1,"""BBC Monitoring News Alert,2026-03-31,Iran says officer, civilian killed in attack in restive south-east

CR 

Source: ISNA website, Tehran, in Persian 1222 GMT 31 Mar 26""",BBC Monitoring News Alert,2026-03-31,"Iran says officer, civilian killed in attack in restive south-east

CR 

Source: ISNA website, Tehran, in Persian 1222 GMT 31 Mar 26",provincial police,3,Mirjaveh county,Mirjaveh County,Sistan and Baluchestan province,Mirjaveh county,29.025833,61.456111,POINT (61.456111 29.025833),171843,Iran,630,Middle East,1,1,2026-03-31 00:00:00.000,2026-03-31 00:00:00.000,1,0,1,0,2,2,2,630,
625367,IRN-2026-1-18868-57,2026,true,Check deaths,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Xinhua News Agency,2026-03-29,5 killed in U.S.-Israeli raid on port city in Iran""",Xinhua News Agency,2026-03-29,5 killed in U.S.-Israeli raid on port city in Iran,official news agency IRNA,4,Hormozgan province,Hormozgan Province,Hormozgan province,,27.188400,56.276800,POINT (56.2768 27.1884),168953,Iran,630,Middle East,2,4,2026-02-28 00:00:00.000,2026-03-29 00:00:00.000,0,0,0,24,24,24,24,630,
625374,IRN-2026-1-18868-63,2026,true,Check deaths,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Xinhua News Agency,2026-04-03,1st LD Writethru: Death toll rises to 13 from U.S.-Israeli attacks on bridge in N. Iran""",Xinhua News Agency,2026-04-03,1st LD Writethru: Death toll rises to 13 from U.S.-Israeli attacks on bridge in N. Iran,director general of the provincial Foundation of Martyrs and Veterans Affairs,4,Alborz province,Alborz province,Alborz province,,35.816667,50.966667,POINT (50.966667 35.816667),181182,Iran,630,Middle East,2,5,2026-02-28 00:00:00.000,2026-04-03 00:00:00.000,0,0,31,0,31,31,31,630,
620878,IRN-2026-1-18868-2,2026,true,Check geography,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Xinhua News Agency,2026-03-01,Israel says killed Iran's armed forces chief of staff, 40 commanders""",Xinhua News Agency,2026-03-01,"Israel says killed Iran's armed forces chief of staff, 40 commanders",Israel's military,6,Iran,Iran,,,32.000000,53.000000,POINT (53 32),176147,Iran,630,Middle East,2,2,2026-02-28 00:00:00.000,2026-03-01 00:00:00.000,33,0,0,0,33,33,33,630,
621091,IRN-2026-1-18868-1,2026,true,Check deaths,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",3,"""Al Jazeera English,2026-03-01,US-Israel attacks on Iran: Death toll and injuries live tracker"";""Agence France Presse,2026-03-02,Iran Red Crescent says 555 people killed in Iran since start of war"";""Agence France Presse,2026-03-03,Iran Red Crescent says 787 killed so far since war began""",Al Jazeera English;Agence France Presse;Agence France Presse,2026-03-01;2026-03-02;2026-03-03,US-Israel attacks on Iran: Death toll and injuries live tracker;Iran Red Crescent says 555 people killed in Iran since start of war;Iran Red Crescent says 787 killed so far since war began,"Iranian Red Crescent Society, official state-linked media",6,Iran,Iran,,,32.000000,53.000000,POINT (53 32),176147,Iran,630,Middle East,2,2,2026-02-28 00:00:00.000,2026-03-01 00:00:00.000,0,0,0,552,552,552,552,630,
625182,IRN-2026-1-18868-31,2026,true,Check deaths,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",12,"""Associated Press Newswires,2026-03-04,Iranian government agency says at least 1,045 people have been killed in the war so far"";""Agence France Presse,2026-03-04,Iran state media says more than 1,000 killed in strikes"";""Agence France Presse,2026-03-05,Iranian state-run foundation says 1,230 killed in strikes"";""Xinhua News Agency,2026-03-07,1st LD Writethru: At least 1,332 Iranian civilians killed in U.S.-Israeli airstrikes: Iran's UN envoy"";""Xinhua News Agency,2026-03-09,1st LD Writethru: Israeli military says about 1,900 Iranian soldiers, commanders killed in strikes"";""Al Jazeera English,2026-03-09,Iran says 1,255 people killed in US-Israeli attacks, mostly civilians"";""Al Jazeera English,2026-03-11,Iran war live: Israel hits Lebanon, Hormuz fears rise, Gulf states attacked


AU 


Mariamne Everett, Elis Gjevori, Tim Hume"";""Al Jazeera English,2026-03-13,Explosions near Tehran al-Quds Day march in solidarity with Palestinians"";""Xinhua News Agency,2026-03-16,1st LD Writethru: U.S.-Israeli strikes kill 226 women, 204 children in Iran -- media"";""Al Jazeera English,2026-03-27,Iran emergency workers search for survivors after deadly US-Israel attacks"";""Human Rights Activists News Agency,2026-03-31,Day 32 of U.S. and Israeli Attacks on Iran: Strikes Focused on Central Regions of the Country"";""Hengaw,2026-04-08,At least 7,650 killed in 40 days of war, including 1,030 civilians — Hengaw’s tenth report""",Associated Press Newswires;Agence France Presse;Agence France Presse;Xinhua News Agency;Xinhua News Agency;Al Jazeera English;Al Jazeera English;Al Jazeera English;Xinhua News Agency;Al Jazeera English;Human Rights Activists News Agency;Hengaw,2026-03-04;2026-03-04;2026-03-05;2026-03-07;2026-03-09;2026-03-09;2026-03-11;2026-03-13;2026-03-16;2026-03-27;2026-03-31;2026-04-08,"Iranian government agency says at least 1,045 people have been killed in the war so far;Iran state media says more than 1,000 killed in strikes;Iranian state-run foundation says 1,230 killed in strikes;1st LD Writethru: At least 1,332 Iranian civilians killed in U.S.-Israeli airstrikes: Iran's UN envoy;1st LD Writethru: Israeli military says about 1,900 Iranian soldiers, commanders killed in strikes;Iran says 1,255 people killed in US-Israeli attacks, mostly civilians;Iran war live: Israel hits Lebanon, Hormuz fears rise, Gulf states attacked


AU 


Mariamne Everett, Elis Gjevori, Tim Hume;Explosions near Tehran al-Quds Day march in solidarity with Palestinians;1st LD Writethru: U.S.-Israeli strikes kill 226 women, 204 children in Iran -- media;Iran emergency workers search for survivors after deadly US-Israel attacks;Day 32 of U.S. and Israeli Attacks on Iran: Strikes Focused on Central Regions of the Country;At least 7,650 killed in 40 days of war, including 1,030 civilians — Hengaw’s tenth report","Iranian government, Iran's UN ambassador, HRANA, Hengaw",6,Iran,"",,,32.000000,53.000000,POINT (53 32),176147,Iran,630,Middle East,2,5,2026-02-28 00:00:00.000,2026-03-31 00:00:00.000,1105,0,1351,88,2544,2542,2544,630,
620879,IRN-2026-1-18868-69,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",2,"""BBC Monitoring News Alert,2026-03-01,Israeli attack kills 22 border forces in western Iran

CR 

Source: Tasnim news agency, Tehran, in Persian 1032 GMT 1 Mar 26"";""Agence France Presse,2026-03-01,Attack in western Iran kills 43 members of security forces: local media""",BBC Monitoring News Alert;Agence France Presse,2026-03-01;2026-03-01,"Israeli attack kills 22 border forces in western Iran

CR 

Source: Tasnim news agency, Tehran, in Persian 1032 GMT 1 Mar 26;Attack in western Iran kills 43 members of security forces: local media","Tasnim News Agency, Mehr news agency",3,Mehran county,"Mehran, Ilam Province",Ilam province,Mehran county,33.295910,46.210680,POINT (46.21068 33.29591),177573,Iran,630,Middle East,1,1,2026-03-01 00:00:00.000,2026-03-01 00:00:00.000,43,0,0,0,43,43,43,630,
621092,IRN-2026-1-18868-70,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Agence France Presse,2026-03-02,Three killed in strikes on Iran's west: state media""",Agence France Presse,2026-03-02,Three killed in strikes on Iran's west: state media,IRNA news agency,1,Sanandaj town,Sanandaj,Kordestan province,Sanandaj county,35.314444,46.992222,POINT (46.992222 35.314444),180454,Iran,630,Middle East,1,1,2026-03-02 00:00:00.000,2026-03-02 00:00:00.000,0,0,3,0,3,3,3,630,
625357,IRN-2026-1-18868-48,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Xinhua News Agency,2026-03-02,China mourns death of one Chinese national in Tehran military conflict: FM spokesperson""",Xinhua News Agency,2026-03-02,China mourns death of one Chinese national in Tehran military conflict: FM spokesperson,Chinese foreign ministry,1,Tehran city,Tehran,Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,1,1,2026-03-02 00:00:00.000,2026-03-02 00:00:00.000,0,0,0,1,1,1,1,630,
621096,IRN-2026-1-18868-71,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Xinhua News Agency,2026-03-03,1st LD Writethru: Senior Quds Force official killed in Israeli airstrike in Iran: report""",Xinhua News Agency,2026-03-03,1st LD Writethru: Senior Quds Force official killed in Israeli airstrike in Iran: report,Kan news,1,Tehran city,Tehran,Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,1,1,2026-03-03 00:00:00.000,2026-03-03 00:00:00.000,1,0,0,0,1,1,1,630,
625183,IRN-2026-1-18868-32,2026,true,Check vague or biased source,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Agence France Presse,2026-03-04,US says it killed leader of unit that tried to assassinate Trump""",Agence France Presse,2026-03-04,US says it killed leader of unit that tried to assassinate Trump,Pentagon chief Pete Hegseth,6,Iran,"",,,32.000000,53.000000,POINT (53 32),176147,Iran,630,Middle East,1,1,2026-03-04 00:00:00.000,2026-03-04 00:00:00.000,1,0,0,0,1,1,1,630,
625185,IRN-2026-1-18868-34,2026,true,Check deaths,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Agence France Presse,2026-03-06,Iranian official says 20 people killed in strikes on Shiraz""",Agence France Presse,2026-03-06,Iranian official says 20 people killed in strikes on Shiraz,Iranian official,1,Shiraz town,city of Shiraz,Fars province,Shiraz county,29.608533,52.545822,POINT (52.545822 29.608533),172546,Iran,630,Middle East,1,1,2026-03-06 00:00:00.000,2026-03-06 00:00:00.000,0,0,20,0,20,20,20,630,
625186,IRN-2026-1-18868-35,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Agence France Presse,2026-03-07,Iran official says eight killed in strikes on country's centre""",Agence France Presse,2026-03-07,Iran official says eight killed in strikes on country's centre,security official,4,Esfahan province,areas of Isfahan city and seven other cities in the province,Esfahan province,,32.657700,51.669200,POINT (51.6692 32.6577),176864,Iran,630,Middle East,2,1,2026-03-07 00:00:00.000,2026-03-07 00:00:00.000,0,0,8,0,8,8,8,630,
625187,IRN-2026-1-18868-36,2026,true,Check geography,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Agence France Presse,2026-03-08,US, Israel hit five oil sites in and near Tehran: official""",Agence France Presse,2026-03-08,"US, Israel hit five oil sites in and near Tehran: official",CEO of the National Iranian Oil Products Distribution Company,2,Tehran city,in and near the Iranian capital,Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,2,1,2026-03-08 00:00:00.000,2026-03-08 00:00:00.000,0,0,0,4,4,4,4,630,
625190,IRN-2026-1-18868-40,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Agence France Presse,2026-03-11,Drone attacks kill security forces in Tehran: Iranian media""",Agence France Presse,2026-03-11,Drone attacks kill security forces in Tehran: Iranian media,Iran's Fars news agency,1,Tehran city,Tehran neighbourhoods,Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,1,1,2026-03-11 00:00:00.000,2026-03-11 00:00:00.000,2,0,0,0,2,3,2,630,
625192,IRN-2026-1-18868-42,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",2,"""Al Jazeera English,2026-03-13,Explosions near Tehran al-Quds Day march in solidarity with Palestinians"";""Agence France Presse,2026-03-13,At least one killed in blast during pro-government Tehran rally : state media""",Al Jazeera English;Agence France Presse,2026-03-13;2026-03-13,Explosions near Tehran al-Quds Day march in solidarity with Palestinians;At least one killed in blast during pro-government Tehran rally : state media,state media,1,Tehran city,capital,Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,1,1,2026-03-13 00:00:00.000,2026-03-13 00:00:00.000,0,0,1,0,1,1,1,630,
625194,IRN-2026-1-18868-44,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Xinhua News Agency,2026-03-14,Israel says it strikes over 200 sites in Iran in past 24 hours, kills 2 intelligence officers""",Xinhua News Agency,2026-03-14,"Israel says it strikes over 200 sites in Iran in past 24 hours, kills 2 intelligence officers",Israeli military,1,Tehran city,Tehran,Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,1,1,2026-03-13 00:00:00.000,2026-03-13 00:00:00.000,2,0,0,0,2,2,2,630,
625193,IRN-2026-1-18868-43,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Agence France Presse,2026-03-14,Missile strike on Isfahan industrial area kills 15: Iran media""",Agence France Presse,2026-03-14,Missile strike on Isfahan industrial area kills 15: Iran media,Iran's Fars news agency,1,Esfahan town,industrial area of Isfahan,Esfahan province,Esfahan county,32.644791,51.659981,POINT (51.659981 32.644791),176864,Iran,630,Middle East,1,1,2026-03-14 00:00:00.000,2026-03-14 00:00:00.000,0,0,0,15,15,15,15,630,
625196,IRN-2026-1-18868-45,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",3,"""Associated Press Newswires,2026-03-17,Israeli military says it killed the head of the Iranian Revolutionary Guards' all-volunteer Basij force"";""Xinhua News Agency,2026-03-17,Urgent: Israeli army says killed Iran's Basij Commander in Tehran strike"";""Xinhua News Agency,2026-03-20,Israeli army says Basij intelligence chief killed in Tehran strike""",Associated Press Newswires;Xinhua News Agency;Xinhua News Agency,2026-03-17;2026-03-17;2026-03-20,Israeli military says it killed the head of the Iranian Revolutionary Guards' all-volunteer Basij force;Urgent: Israeli army says killed Iran's Basij Commander in Tehran strike;Israeli army says Basij intelligence chief killed in Tehran strike,"Israeli military, Islamic Revolutionary Guard",1,Tehran city,Tehran,Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,1,1,2026-03-17 00:00:00.000,2026-03-17 00:00:00.000,2,0,0,0,2,2,2,630,
625197,IRN-2026-1-18868-46,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",2,"""Agence France Presse,2026-03-17,Iran's Larijani, the man whose power grew during Mideast war"";""Agence France Presse,2026-03-17,Iran confirms death of security chief Larijani""",Agence France Presse;Agence France Presse,2026-03-17;2026-03-17,"Iran's Larijani, the man whose power grew during Mideast war;Iran confirms death of security chief Larijani",Israel's Defence Minister,1,Tehran city,"",Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,1,1,2026-03-17 00:00:00.000,2026-03-17 00:00:00.000,4,0,0,0,4,4,4,630,
625198,IRN-2026-1-18868-47,2026,true,Check deaths,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",2,"""Agence France Presse,2026-03-18,Israel says killed Iran's intelligence minister"";""BBC Monitoring News Alert,2026-03-18,Iran president confirms intelligence minister killed in strike

CR 

Source: X (formerly Twitter) in Persian 1409 GMT 18 Mar 26""",Agence France Presse;BBC Monitoring News Alert,2026-03-18;2026-03-18,"Israel says killed Iran's intelligence minister;Iran president confirms intelligence minister killed in strike

CR 

Source: X (formerly Twitter) in Persian 1409 GMT 18 Mar 26","President Massoud Pezeshkian, Israeli Defence Minister Israel Katz",1,Tehran city,Tehran,Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,1,1,2026-03-18 00:00:00.000,2026-03-18 00:00:00.000,1,0,0,0,1,1,1,630,
625358,IRN-2026-1-18868-49,2026,true,Check geography,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Agence France Presse,2026-03-20,Iran Revolutionary Guards say US-Israel strikes kill spokesman""",Agence France Presse,2026-03-20,Iran Revolutionary Guards say US-Israel strikes kill spokesman,Iran's Revolutionary Guards,1,Tehran city,"",Tehran province,Tehran county,35.696111,51.423056,POINT (51.423056 35.696111),181183,Iran,630,Middle East,1,1,2026-03-20 00:00:00.000,2026-03-20 00:00:00.000,1,0,0,0,1,1,1,630,
625359,IRN-2026-1-18868-50,2026,true,Check geography,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Agence France Presse,2026-03-23,Iran media says one dead in attack on broadcaster in coastal region""",Agence France Presse,2026-03-23,Iran media says one dead in attack on broadcaster in coastal region,state television,1,Bandar Abbas town,"",Hormozgan province,Bandar Abbas county,27.186500,56.280800,POINT (56.2808 27.1865),168953,Iran,630,Middle East,1,1,2026-03-23 00:00:00.000,2026-03-23 00:00:00.000,0,0,1,0,1,1,1,630,
625362,IRN-2026-1-18868-52,2026,true,Check geography,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Al Jazeera English,2026-03-26,Two teenagers killed in Shiraz, two dead in Abu Dhabi as Iran war expands""",Al Jazeera English,2026-03-26,"Two teenagers killed in Shiraz, two dead in Abu Dhabi as Iran war expands",IRNA news agency,3,Shiraz county,village of Kafri,Fars province,Shiraz county,29.583330,52.500000,POINT (52.5 29.58333),172546,Iran,630,Middle East,1,1,2026-03-25 00:00:00.000,2026-03-25 00:00:00.000,0,0,2,0,2,2,2,630,
625361,IRN-2026-1-18868-51,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",3,"""Xinhua News Agency,2026-03-26,Urgent: Israel kills IRGC navy commander: Israeli state media"";""Agence France Presse,2026-03-26,Israel defence minister says Iran Guards navy commander killed in strike"";""BBC Monitoring News Alert,2026-03-30,Iran confirms death of IRGC Navy commander Tangsiri

CR 

Source: Tasnim news agency, Tehran, in Persian 0735 GMT 30 Mar 26""",Xinhua News Agency;Agence France Presse;BBC Monitoring News Alert,2026-03-26;2026-03-26;2026-03-30,"Urgent: Israel kills IRGC navy commander: Israeli state media;Israel defence minister says Iran Guards navy commander killed in strike;Iran confirms death of IRGC Navy commander Tangsiri

CR 

Source: Tasnim news agency, Tehran, in Persian 0735 GMT 30 Mar 26","Israeli state media, Iran's Islamic Revolution Guards Corps",1,Bandar Abbas town,city of Bandar Abbas,Hormozgan province,Bandar Abbas county,27.186500,56.280800,POINT (56.2808 27.1865),168953,Iran,630,Middle East,1,1,2026-03-26 00:00:00.000,2026-03-26 00:00:00.000,3,0,0,0,3,3,3,630,
625363,IRN-2026-1-18868-53,2026,true,Check deaths,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Al Jazeera English,2026-03-27,Iran emergency workers search for survivors after deadly US-Israel attacks""",Al Jazeera English,2026-03-27,Iran emergency workers search for survivors after deadly US-Israel attacks,Qom’s deputy governor,1,Qom town,Qom,Qom province,Qom county,34.640100,50.876400,POINT (50.8764 34.6401),179742,Iran,630,Middle East,1,1,2026-03-27 00:00:00.000,2026-03-27 00:00:00.000,0,0,0,6,6,6,6,630,
625364,IRN-2026-1-18868-54,2026,true,Check deaths,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Al Jazeera English,2026-03-27,Iran emergency workers search for survivors after deadly US-Israel attacks""",Al Jazeera English,2026-03-27,Iran emergency workers search for survivors after deadly US-Israel attacks,director-general of crisis management for the West Azerbaijan province,1,Urmia town,Urmia,West Azarbaijan province,Urmia county,37.555278,45.072500,POINT (45.0725 37.555278),184051,Iran,630,Middle East,1,1,2026-03-27 00:00:00.000,2026-03-27 00:00:00.000,0,0,0,2,2,2,2,630,
625365,IRN-2026-1-18868-55,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",1,"""Al Jazeera English,2026-03-29,Iran war live: Tehran warns US, Israeli universities; Houthis fire missiles


AU 


Ted Regencia""",Al Jazeera English,2026-03-29,"Iran war live: Tehran warns US, Israeli universities; Houthis fire missiles


AU 


Ted Regencia",Al Jazeera,1,Bushehr town,Bushehr,Bushehr province,Bushehr county,28.968870,50.836570,POINT (50.83657 28.96887),171102,Iran,630,Middle East,1,1,2026-03-29 00:00:00.000,2026-03-29 00:00:00.000,0,0,4,0,4,4,4,630,
625366,IRN-2026-1-18868-56,2026,true,Clear,1,"",16905,"Iran - Israel, United States of America",18868,18868,"Government of Iran - Government of Israel, Government of United States of America",114,114,Government of Iran,9865,9865,"Government of Israel, Government of United States of America",2,"""Agence France Presse,2026-03-29,US, Israeli strikes hit Iran port city near Hormuz strait: state media"";""Xinhua News Agency,2026-03-29,5 killed in U.S.-Israeli raid on port city in Iran""",Agence France Presse;Xinhua News Agency,2026-03-29;2026-03-29,"US, Israeli strikes hit Iran port city near Hormuz strait: state media;5 killed in U.S.-Israeli raid on port city in Iran",official IRNA news agency,1,Bandar Pol town,Bandar Pol city of Khamir County,Hormozgan province,Khamir county,27.008333,55.738333,POINT (55.738333 27.008333),168952,Iran,630,Middle East,1,1,2026-03-29 00:00:00.000,2026-03-29 00:00:00.000,0,0,0,5,5,5,5,630,
